ZCTA,land_sqmi,water_sqmi,lat,lon,population,density_sqmi
58701,235.569,3.65,48.144826,-101.326016,32868,139.52599875195804
58703,156.164,1.115,48.321334,-101.304721,22604,144.7452677953946
58718,425.284,25.072,48.290906,-101.80355,1137,2.6735075855193235
58722,65.928,0.449,48.250002,-101.501006,1410,21.386967601019293
58736,162.977,7.586,47.930855,-100.396493,430,2.6384091006706467
58740,168.059,0.266,48.466399,-101.222222,744,4.4270167024675855
58746,446.715,12.148,48.713443,-102.094053,1583,3.543646396472024
58759,238.826,3.396,47.844676,-101.249698,705,2.951939906040381
58761,285.92,3.807,48.785989,-101.524267,852,2.979854504756575
58784,351.295,12.521,48.359814,-102.423996,2728,7.765553167565721
58785,40.715,0.079,48.307069,-101.102285,1729,42.46592165049736
58788,517.851,5.94,48.325232,-100.477506,803,1.550639083442921
58790,185.007,0.489,48.029571,-100.947714,1500,8.107801326436297
58793,164.284,3.446,48.869225,-101.051028,508,3.0922061795427433
58801,716.088,19.816,48.238486,-103.769649,33969,47.43690719576365
58831,416.048,15.645,47.854223,-103.652015,1100,2.6439257008806676
58835,241.004,0.493,47.736663,-103.449132,1003,4.161756651341887
58843,225.197,15.788,48.23386,-103.37749,799,3.548004635940976
58849,302.037,24.201,48.307903,-103.163231,1119,3.7048441085032633
58852,310.593,1.143,48.381568,-102.931933,2064,6.645352599704436
58854,666.12,33.366,47.828372,-103.153255,9345,14.029003783102144
59001,142.761,0.219,45.530159,-109.539994,1452,10.170844978670646
59006,61.846,0.013,45.92083,-108.08888,1218,19.694078840992145
59008,126.193,0.791,45.079746,-109.07594,503,3.985958016688723
59011,936.357,4.377,45.924721,-109.948625,3131,3.3438101066153187
59014,759.022,2.806,45.155169,-108.667654,1488,1.9604174846051892
59015,247.838,0.494,46.085105,-108.828741,366,1.4767711166164996
59018,181.579,0.048,45.850287,-110.623921,656,3.612752576013746
59019,306.834,3.301,45.628692,-109.240732,4267,13.906542299745139
59020,239.26,2.996,45.108043,-110.10062,97,0.40541670149628023
59024,486.531,3.412,46.278426,-107.807114,295,0.6063334093819305
59027,229.459,1.513,45.259227,-110.904444,720,3.137815470301884
59028,316.026,1.998,45.302667,-109.713471,455,1.4397549568706371
59029,95.273,0.907,45.397384,-108.802501,799,8.386426374733661
59030,479.32,1.073,45.086943,-110.596164,1181,2.463907201869315
59032,559.472,0.655,47.024576,-108.70277,380,0.6792118282952498
59034,791.305,5.471,45.700376,-107.783469,4972,6.283291524759733
59036,685.094,0.228,46.459994,-109.88342,1530,2.233270178982738
59037,124.064,0.742,45.864795,-108.210799,2345,18.90153469177199
59038,879.538,5.972,46.221886,-107.208456,683,0.7765440492622263
59041,191.492,1.414,45.501093,-108.968152,2224,11.614062206254047
59044,174.976,2.483,45.643813,-108.732471,12488,71.36978785662033
59046,594.864,0.878,46.361298,-108.950437,510,0.8573388203017832
59047,781.31,3.408,45.577413,-110.55021,13491,17.26715388258182
59050,738.738,0.958,45.259182,-107.476204,1575,2.1320143271362784
59052,697.838,1.437,45.465798,-110.145521,182,0.26080551646657246
59053,507.243,1.3,46.44153,-110.432354,283,0.5579179998541133
59057,279.151,0.353,45.853605,-108.953837,718,2.572084642362019
59061,173.274,0.466,45.424609,-109.857145,240,1.3850895114096748
59063,61.101,0.933,45.652232,-108.965717,2055,33.632837433102566
59065,123.155,0.259,45.271112,-110.673496,104,0.8444642929641508
59068,520.896,5.503,45.087055,-109.558392,3513,6.744148544047181
59069,427.06,1.625,45.726695,-109.582747,491,1.149721350629888
59070,178.253,1.12,45.364899,-109.181751,1472,8.257925532810107
59071,93.056,0.265,45.2462,-109.629564,65,0.6985041265474553
59072,1291.324,2.602,46.525989,-108.553737,4590,3.554491359256081
59074,619.923,0.138,46.364496,-109.298528,396,0.6387890108932883
59079,334.099,0.516,46.062118,-108.363307,3893,11.65223481662621
59081,4.362,0.0,45.019784,-109.982939,94,21.549747822099953
59086,646.278,1.117,46.061326,-110.662681,878,1.3585484884213914
59087,1277.229,18.349,47.141917,-108.226575,348,0.2724648438142259
59088,349.332,2.631,46.130285,-108.055419,1142,3.2690964469330037
59101,590.805,2.903,45.607108,-108.341517,41797,70.74584676839228
59102,15.038,0.0,45.774768,-108.581321,48700,3238.4625615108394
59105,95.865,1.066,45.892879,-108.497876,34363,358.451989777291
59106,111.998,0.015,45.813757,-108.7098,20232,180.64608296576725
59201,1313.061,9.643,48.141944,-105.626831,5345,4.0706410440946765
59215,1331.362,6.999,47.516636,-105.769079,1025,0.7698882798217164
59218,391.051,5.557,48.075949,-104.491631,952,2.4344650697735077
59221,262.459,2.764,47.899749,-104.164477,1878,7.155403320137621
59222,250.665,0.074,48.700902,-105.158539,217,0.8656972453274291
59223,300.942,29.451,47.912807,-106.206866,25,0.08307248572814695
59225,327.472,1.049,48.26964,-105.967526,596,1.8200029315483461
59230,1496.926,118.156,48.131171,-106.798317,4515,3.0161811605917728
59241,1219.025,2.543,48.458162,-107.050557,468,0.38391337339267034
59247,136.091,0.309,48.516202,-104.523485,313,2.2999316633723024
59248,577.78,4.727,48.245397,-106.249241,1018,1.7619163003219218
59250,467.132,0.429,48.844643,-106.623677,284,0.6079652004144439
59254,274.99,0.203,48.751679,-104.640564,1845,6.709334884904905
59259,628.701,0.632,47.680959,-105.099852,324,0.5153483134272094
59261,761.744,9.186,48.529143,-107.422067,496,0.6511373899892877
59262,304.917,1.495,47.489669,-104.497165,595,1.9513506954351514
59263,587.538,0.18,48.791171,-105.514255,1190,2.0254009102389974
59270,891.029,8.719,47.609447,-104.086114,8844,9.925602870389179
59275,376.353,14.342,48.877437,-104.156433,567,1.5065643159480593
59301,2851.901,6.91,46.360165,-105.867454,11598,4.066761083221333
59313,906.012,1.632,46.257762,-104.225586,2147,2.3697257872964155
59317,1405.643,0.221,45.337829,-105.519039,1153,0.8202651740164465
59323,53.351,0.286,45.916835,-106.722011,2156,40.41161365297745
59324,1370.32,2.276,45.768923,-104.56924,746,0.5443983886975305
59326,363.322,3.384,46.770357,-104.859403,363,0.9991137338228899
59327,2003.879,9.994,46.236772,-106.682233,2448,1.2216306473594465
59330,1014.155,8.319,47.12112,-104.763541,8281,8.165418501116694
59337,2116.85,139.116,47.40652,-106.816654,575,0.271630016297801
59344,429.462,0.539,46.356859,-104.597278,471,1.096721013733462
59349,1305.243,5.836,46.812388,-105.503938,892,0.6833976508588823
59353,1037.835,0.741,46.962966,-104.274518,1164,1.1215655667808466
59401,2.96,0.292,47.511227,-111.27724,13600,4594.594594594595
59404,331.446,2.909,47.631766,-111.32887,28127,84.8614857322158
59405,479.388,2.764,47.288991,-111.300456,34059,71.04683471426068
59410,1158.891,10.132,47.503548,-112.6469,617,0.5324055497885478
59412,379.719,0.025,47.303324,-110.86368,1450,3.8186132376836555
59414,1.744,0.19,47.527748,-111.259956,654,375.0
59416,364.907,0.505,48.037972,-111.526826,378,1.0358803749996575
59417,758.744,6.332,48.552149,-113.001927,7674,10.114083274464114
59421,746.582,4.621,47.074847,-111.688368,2039,2.731113260164322
59422,1190.571,16.198,47.834255,-112.488851,2947,2.475282868472355
59425,549.624,0.467,48.187163,-111.898576,3753,6.828304440854111
59427,1380.694,9.569,48.740743,-112.666436,4955,3.588774920438562
59430,515.5,1.123,47.430977,-109.78019,476,0.9233753637245393
59433,325.628,0.001,47.883621,-111.69203,398,1.222253614554031
59434,677.235,17.737,48.698205,-113.507207,309,0.4562670269551928
59436,246.936,2.042,47.616272,-112.11985,2093,8.475880390060583
59442,790.288,9.782,47.928944,-110.651689,1777,2.248547365011236
59443,58.51,0.011,47.563934,-111.828933,692,11.827038113143052
59446,757.309,5.005,47.65059,-110.152437,605,0.7988813020840899
59447,351.905,0.112,47.286249,-110.450024,369,1.0485784515707366
59450,371.248,1.478,47.552457,-110.742814,568,1.529974572253588
59451,241.846,0.288,47.390215,-109.390087,120,0.49618352174524283
59452,398.919,0.5,46.892567,-110.061256,579,1.4514224692230755
59453,345.956,0.023,46.648823,-109.681412,302,0.8729433800830163
59457,995.612,0.412,47.139731,-109.310887,9215,9.255613632619937
59462,131.681,0.039,47.105394,-109.893333,112,0.8505403209270889
59463,181.707,0.0,47.048919,-110.86667,110,0.6053701838674349
59464,241.108,0.094,46.83955,-109.616825,542,2.2479552731555983
59465,90.143,0.0,46.93772,-110.707881,33,0.36608499828050983
59468,257.786,0.061,47.727591,-111.634236,796,3.087832543272327
59471,1026.098,3.722,47.426655,-108.772077,316,0.3079627871801719
59472,55.365,0.021,47.338846,-111.207122,512,9.247719678497246
59474,553.082,3.294,48.529477,-111.690738,3391,6.131098101185719
59477,66.345,0.133,47.44284,-111.974484,326,4.913708644208305
59479,670.869,0.091,47.032558,-110.30532,732,1.0911221117684675
59480,141.994,0.002,47.213659,-111.074636,317,2.2324886967054947
59483,78.64,0.018,47.464924,-111.732896,353,4.4888097660223805
59485,56.396,0.946,47.432255,-111.568631,767,13.60025533725796
59486,498.904,13.025,48.340494,-112.377361,1196,2.3972547824832033
59487,54.77,0.001,47.587366,-111.638996,1466,26.76647799890451
59489,607.124,4.745,47.624666,-109.230405,330,0.5435462936731211
59501,1345.399,9.106,48.689867,-109.781085,12365,9.190582124707987
59520,1120.39,5.194,48.038123,-109.931777,1211,1.0808736243629449
59522,821.928,1.829,48.556788,-110.976831,1227,1.4928314888895378
59523,1534.629,4.107,48.526003,-109.198574,2281,1.4863527275973543
59525,300.932,0.989,48.641724,-110.261511,307,1.0201640237661664
59526,744.251,1.159,48.452755,-108.701335,2584,3.471946964129037
59538,2491.758,54.104,48.026235,-107.840361,2842,1.1405601988636136
59540,384.497,1.085,48.604919,-110.563581,470,1.2223762474089523
59601,130.181,0.264,46.53069,-112.199398,31822,244.44427374194387
59602,524.336,20.46,46.726915,-111.908265,30379,57.9380397302493
59631,156.444,0.019,46.290605,-112.388976,367,2.3458873462708705
59632,444.052,1.202,46.169453,-112.004042,2535,5.708790862331439
59633,207.566,0.037,46.818847,-112.342931,288,1.3875104785947603
59634,251.278,0.076,46.444934,-112.031499,5238,20.84543812032888
59635,79.52,0.115,46.555315,-111.814234,8382,105.40744466800805
59638,60.406,0.0,46.357903,-112.027699,511,8.459424560474126
59639,672.63,1.75,47.192032,-112.74729,993,1.47629454529236
59643,274.051,2.012,46.134746,-111.579908,785,2.864430343257277
59644,716.252,23.374,46.416678,-111.442641,4337,6.055131434187968
59645,1630.514,1.298,46.687672,-111.054662,1703,1.044455920035032
59648,704.956,7.854,47.09229,-112.202409,468,0.6638712203314817
59701,509.683,0.797,46.032709,-112.464159,34245,67.1888212869568
59711,558.619,7.526,46.094672,-113.141624,9464,16.94177963871619
59714,418.17,0.98,45.972611,-111.133999,23897,57.14661501303298
59715,294.893,0.193,45.693722,-110.906093,39275,133.18390060123502
59716,64.739,0.073,45.287116,-111.38874,1867,28.8388761025039
59718,164.454,0.309,45.639468,-111.171171,43750,266.03183869045444
59720,743.184,3.988,44.939235,-111.58923,315,0.42385196667312536
59721,209.805,0.229,45.852021,-111.863151,519,2.4737256023450347
59722,391.116,0.744,46.352854,-112.752885,5698,14.568567892901338
59725,1959.822,8.023,45.073828,-112.834673,8223,4.195789209428203
59728,181.659,0.011,46.508912,-112.434837,394,2.168898870961527
59729,465.398,1.709,45.324524,-111.651181,2700,5.801486039905629
59730,686.091,1.936,45.208226,-111.128685,2367,3.449979667420211
59731,131.09,0.008,46.579108,-112.761137,215,1.6400945915020215
59733,144.869,0.309,46.544949,-112.958189,206,1.421974335434082
59739,1017.614,18.011,44.660246,-112.199789,303,0.29775533748552985
59740,155.796,6.235,45.503611,-111.814148,467,2.9975095637885443
59741,164.885,0.566,45.769824,-111.368344,5635,34.17533432392273
59746,193.524,0.463,45.384931,-113.059097,100,0.5167317748703003
59749,238.193,0.144,45.454116,-112.072389,1919,8.056492004383
59750,101.159,0.149,45.916938,-112.684982,408,4.0332545794244705
59752,403.661,4.194,45.916184,-111.526184,4982,12.342039483626111
59754,375.904,0.12,45.519283,-112.356711,1020,2.7134587554269176
59758,413.938,20.513,44.799883,-111.19038,2097,5.06597606404824
59759,440.116,0.289,45.845245,-112.165946,3667,8.331894318770507
59760,45.621,0.133,45.755936,-111.592435,205,4.4935446395300405
59761,1035.202,2.021,45.575969,-113.556204,303,0.29269649788157287
59762,521.019,1.431,45.948586,-113.333599,223,0.4280074239135233
59801,7.711,0.068,46.854689,-114.010437,31127,4036.700817014654
59802,45.375,0.719,46.903959,-113.91929,19832,437.06887052341597
59803,96.985,0.292,46.784478,-113.946271,17941,184.98736918080115
59804,126.273,1.213,46.878743,-114.264888,7942,62.895472507978745
59808,157.052,1.807,46.961731,-114.091961,22804,145.2003158189644
59820,372.134,1.157,46.897452,-114.609123,1904,5.116436552424664
59821,319.635,0.896,47.2091,-114.022396,2822,8.828820373238225
59823,520.238,2.149,46.967846,-113.604667,2069,3.977025899684375
59824,93.486,4.65,47.413466,-114.207383,1453,15.542434161264788
59825,415.328,0.752,46.61446,-113.648701,2135,5.140515448031436
59826,381.876,8.317,47.462573,-113.704157,542,1.4193088856068463
59827,16.272,0.093,45.892583,-114.088429,277,17.023107177974435
59828,165.029,0.303,46.32687,-113.9591,5798,35.13321900999218
59829,871.513,4.516,45.750336,-114.177836,2338,2.6826909065039763
59832,252.739,0.274,46.688956,-113.252857,841,3.32754343413561
59833,153.358,0.579,46.648016,-114.074173,6046,39.42409264596565
59834,66.994,0.461,47.079584,-114.221812,2449,36.55551243394931
59837,195.836,0.341,46.535047,-113.283235,478,2.4408178271615024
59840,537.358,1.606,46.166692,-114.105097,14775,27.495636056409325
59843,425.649,1.695,46.853556,-113.013789,271,0.6366748189235731
59844,75.268,1.982,48.000416,-115.939432,662,8.795238348302068
59845,442.301,2.495,47.690256,-114.554685,1228,2.776389834072272
59846,210.472,0.25,47.151793,-114.513188,1238,5.882017560530617
59847,301.169,0.379,46.715693,-114.370083,6579,21.84487779286713
59853,306.775,5.855,48.042018,-115.790725,918,2.9924211555700433
59854,844.166,3.409,47.275514,-113.23415,185,0.21915120959621684
59855,0.353,0.0,47.600266,-114.117887,430,1218.130311614731
59856,19.42,0.677,47.379863,-114.737432,138,7.106076210092687
59858,880.165,1.339,46.285772,-113.467406,1737,1.9734936063124529
59859,710.8,4.835,47.519781,-114.795216,4204,5.914462577377603
59860,261.695,64.43,47.715801,-114.18621,11580,44.24998567034143
59864,186.221,2.55,47.531668,-114.119557,7399,39.73236101191595
59865,162.907,2.038,47.332182,-113.998307,3741,22.96402241769844
59866,222.412,1.24,47.342903,-115.120402,1152,5.179576641548118
59868,256.036,7.026,47.221041,-113.54046,1659,6.479557562217813
59870,255.015,1.191,46.516308,-114.06345,12247,48.02462600239202
59871,307.836,0.557,45.89215,-113.816683,277,0.8998297794929767
59872,514.249,2.087,47.104767,-114.908845,2470,4.80312066722541
59873,769.353,4.911,47.662647,-115.273148,2983,3.8772838995883556
59874,369.208,7.47,47.807085,-115.600413,2064,5.590344737925505
59875,128.953,0.719,46.420377,-114.315601,4110,31.87207742355742
59901,468.74,14.607,48.230565,-114.403313,61710,131.6508085505824
59910,19.251,41.547,47.820761,-114.235507,605,31.42693886031894
59911,491.66,65.289,47.864278,-113.884598,9316,18.948053532929258
59912,188.914,3.29,48.436986,-114.168722,15745,83.34480239685783
59913,52.137,0.244,48.4335,-113.959134,543,10.41486851947753
59914,11.198,0.174,47.876133,-114.303177,379,33.84532952312913
59915,57.294,0.0,47.820334,-114.411265,432,7.540056550424128
59916,122.34,0.605,48.306528,-113.657165,168,1.373222167729279
59917,245.188,2.052,48.934642,-114.876703,5086,20.743266391503663
59918,93.299,0.613,48.781333,-114.758611,518,5.552042358438997
59919,2.272,0.139,48.377418,-114.056424,663,291.8133802816902
59920,185.854,0.69,48.002764,-114.608268,1635,8.797227931602224
59922,38.228,19.606,48.003043,-114.222136,2617,68.45767500261589
59923,1412.515,6.667,48.270626,-115.313164,9885,6.998155771797113
59925,376.945,8.585,48.044436,-114.832615,1561,4.14118770642932
59926,10.041,0.065,48.35218,-113.995591,250,24.897918534010557
59927,194.237,2.314,48.559744,-114.712763,295,1.5187631604689118
59928,937.181,15.618,48.797334,-114.292454,130,0.13871386637159738
59929,41.205,2.383,47.915932,-114.405183,259,6.285644946001699
59930,93.461,18.558,48.866728,-115.133187,947,10.132568665004655
59931,28.333,0.514,47.922117,-114.254551,249,8.788338686337486
59932,27.229,15.547,48.05217,-114.242598,1530,56.19009144661941
59934,123.333,1.013,48.636606,-114.931778,858,6.956775558852862
59935,1035.545,5.593,48.649762,-115.834835,3359,3.243702591389075
59936,1480.076,17.782,48.189819,-113.473635,679,0.4587602258262414
59937,310.614,9.03,48.436974,-114.499016,14653,47.17430637382733
60002,33.313,6.993,42.467143,-88.094339,24396,732.3267192987722
60004,11.119,0.027,42.11278,-87.979542,51884,4666.246964655095
60005,6.57,0.037,42.064472,-87.98669,29022,4417.351598173515
60007,18.108,0.391,42.023966,-87.999755,32485,1793.958471393859
60008,5.128,0.006,42.070412,-88.022247,22949,4475.234009360374
60010,74.088,2.746,42.146498,-88.164654,45970,620.4783500701868
60012,17.299,0.007,42.272621,-88.31157,11929,689.5774322215157
60013,14.464,0.75,42.223514,-88.235896,26503,1832.342367256637
60014,25.103,1.081,42.230279,-88.329654,48383,1927.3791977054534
60015,13.633,0.18,42.173681,-87.878362,27720,2033.3015477151032
60016,12.123,0.156,42.052719,-87.892061,60520,4992.163655860761
60018,16.581,0.162,41.978872,-87.894342,29302,1767.2034256076233
60020,4.711,3.679,42.394859,-88.174127,10846,2302.2712799830183
60021,2.049,0.132,42.194762,-88.217181,5108,2492.923377257199
60022,3.792,1.383,42.136137,-87.760474,8415,2219.1455696202534
60025,10.49,0.042,42.074632,-87.811581,40877,3896.75881792183
60026,4.076,0.0,42.092205,-87.837913,14499,3557.1638861629053
60029,0.448,0.0,42.058549,-87.784941,548,1223.2142857142858
60030,26.761,1.336,42.335635,-88.046782,35579,1329.5093606367475
60031,19.02,0.291,42.373189,-87.939664,37208,1956.2565720294426
60033,117.452,0.164,42.423429,-88.610465,13333,113.5187140278582
60034,30.873,0.0,42.458664,-88.426643,2175,70.44990768632786
60035,12.667,2.636,42.185968,-87.805939,30236,2386.989816057472
60040,0.765,0.0,42.206525,-87.812818,5243,6853.59477124183
60041,9.553,1.444,42.36958,-88.153504,8920,933.7380927457342
60042,4.567,0.512,42.278327,-88.195495,8630,1889.643091745128
60043,0.607,0.0,42.088818,-87.714497,2543,4189.456342668864
60044,6.786,1.436,42.288124,-87.860081,10289,1516.2098437960508
60045,21.312,1.584,42.235997,-87.864777,20957,983.3427177177176
60046,22.956,3.222,42.415962,-88.065351,34708,1511.9358773305455
60047,34.872,1.377,42.201564,-88.046295,44100,1264.6249139710942
60048,28.396,0.681,42.292606,-87.945317,28945,1019.3337089730948
60050,26.428,0.921,42.329613,-88.293245,31870,1205.917965793855
60051,33.176,2.931,42.350262,-88.221054,23931,721.3346997829756
60053,5.058,0.0,42.042239,-87.788928,24687,4880.782918149466
60056,10.866,0.005,42.065378,-87.93471,55989,5152.678078409718
60060,23.225,1.302,42.270135,-88.039316,37146,1599.3972012917113
60061,8.357,0.23,42.232851,-87.95893,27883,3336.4843843484505
60062,18.904,0.225,42.126279,-87.845088,41667,2204.136690647482
60064,5.288,0.015,42.324058,-87.86157,15047,2845.499243570348
60067,13.011,0.083,42.108134,-88.064335,38118,2929.6748904772885
60068,7.311,0.032,42.013588,-87.844655,39227,5365.476678976885
60069,5.93,0.196,42.196149,-87.923458,8728,1471.8381112984823
60070,3.976,0.03,42.103663,-87.928972,15549,3910.714285714286
60071,24.819,0.159,42.46845,-88.315807,3946,158.99109553164914
60072,9.681,0.0,42.406458,-88.306351,888,91.72606135729781
60073,18.471,0.869,42.354458,-88.102421,62000,3356.6130691354015
60074,7.103,0.11,42.131462,-88.026329,36296,5109.953540757427
60076,5.135,0.0,42.034133,-87.729445,32973,6421.226874391432
60077,4.231,0.0,42.036154,-87.756328,28651,6771.68518080832
60081,19.719,0.406,42.449091,-88.226705,9117,462.34596074851663
60083,26.392,0.384,42.436841,-87.949952,9655,365.8305547135496
60084,14.046,0.966,42.269002,-88.139094,17267,1229.3179552897623
60085,14.812,1.53,42.354935,-87.860761,72763,4912.435862813935
60087,12.973,0.849,42.403838,-87.853589,27428,2114.237262005704
60089,9.843,0.019,42.167231,-87.964063,42781,4346.337498730062
60090,8.983,0.058,42.125878,-87.911954,38340,4268.061894689969
60091,5.339,1.352,42.077788,-87.72057,27369,5126.240869076606
60093,8.375,1.498,42.104067,-87.753933,20156,2406.686567164179
60096,4.753,0.164,42.480614,-87.829557,6626,1394.0669051125606
60097,16.047,1.197,42.396975,-88.372444,11481,715.4608338007104
60098,104.778,0.054,42.324645,-88.455561,33307,317.8816163698486
60099,22.601,1.985,42.459988,-87.865021,30485,1348.8341223839655
60101,11.396,0.234,41.932119,-88.010781,37202,3264.4787644787643
60102,15.768,0.438,42.163134,-88.310793,32303,2048.6428209030946
60103,18.353,0.284,41.976545,-88.205689,41825,2278.9189778237887
60104,2.284,0.0,41.882563,-87.876444,18390,8051.663747810859
60106,9.271,0.068,41.964374,-87.944129,19908,2147.341171394671
60107,7.704,0.034,42.020586,-88.177771,38965,5057.76220145379
60108,7.387,0.345,41.950304,-88.095497,23434,3172.3297685122516
60109,5.544,0.0,42.054489,-88.540912,520,93.7950937950938
60110,8.375,0.198,42.113432,-88.292251,39028,4660.059701492537
60111,21.476,0.068,42.00986,-88.835543,222,10.337120506612033
60112,3.655,0.001,41.923732,-88.690217,4611,1261.5595075239398
60113,0.095,0.0,41.931309,-88.96413,301,3168.4210526315787
60115,81.03,0.331,41.901263,-88.76155,42461,524.0157966185363
60118,20.937,0.647,42.10943,-88.309978,15692,749.4865549028036
60119,49.559,0.002,41.851532,-88.476451,10964,221.23125971064792
60120,17.425,0.278,42.032566,-88.240438,50774,2913.8593974175033
60123,13.967,0.34,42.040644,-88.311296,48821,3495.4535691272285
60124,38.157,0.09,42.020169,-88.400686,24400,639.4632701732318
60126,11.206,0.119,41.896843,-87.94124,47759,4261.913260753168
60130,2.818,0.0,41.867031,-87.817934,14000,4968.062455642299
60131,5.437,0.0,41.937783,-87.883025,18059,3321.5008276623134
60133,8.384,0.324,41.977842,-88.143199,36850,4395.276717557252
60134,14.558,0.233,41.878343,-88.342072,29838,2049.5947245500756
60135,46.788,0.197,42.112505,-88.670815,7486,159.99829015987007
60136,7.4,0.002,42.105188,-88.380424,8623,1165.2702702702702
60137,10.969,0.25,41.865206,-88.062783,38754,3533.0476798249615
60139,5.531,0.146,41.918877,-88.078095,32954,5958.0546013379135
60140,80.938,0.132,42.079051,-88.513098,21844,269.88559144036174
60142,38.883,0.077,42.173915,-88.444659,29452,757.45184270761
60143,6.97,0.224,41.973971,-88.021084,11798,1692.6829268292684
60145,33.807,0.264,42.084569,-88.77382,2206,65.25275830449314
60146,55.547,0.423,42.099982,-88.874061,2241,40.34421300880336
60148,13.816,0.268,41.876257,-88.018754,52358,3789.6641574985524
60150,55.912,0.059,41.9144,-88.895775,2000,35.77049649449135
60151,82.544,0.107,41.918006,-88.577108,4295,52.032855204497
60152,95.353,0.121,42.239365,-88.627304,12006,125.91108827199984
60153,2.839,0.0,41.879817,-87.84387,23173,8162.3811201127155
60154,4.361,0.0,41.849234,-87.889849,16524,3789.039211190094
60155,1.856,0.0,41.857785,-87.856316,7906,4259.698275862069
60156,10.61,0.229,42.203063,-88.320474,28853,2719.4156456173423
60157,1.548,0.064,41.975298,-88.056215,2377,1535.5297157622738
60160,4.552,0.0,41.903491,-87.86177,24513,5385.105448154658
60162,3.174,0.0,41.867548,-87.901946,8133,2562.381852551985
60163,1.26,0.0,41.88793,-87.909467,5205,4130.952380952381
60164,4.912,0.0,41.91669,-87.901182,21248,4325.732899022802
60165,0.342,0.0,41.903234,-87.880732,4504,13169.590643274852
60169,7.663,0.069,42.05087,-88.116615,33529,4375.440428030797
60171,2.252,0.0,41.925059,-87.838334,10482,4654.529307282416
60172,6.996,0.109,41.980253,-88.088918,24231,3463.550600343053
60173,6.42,0.004,42.051556,-88.055522,13892,2163.8629283489095
60174,13.72,0.677,41.930614,-88.298678,30481,2221.6472303206997
60175,33.519,0.353,41.948188,-88.388701,26528,791.431725290134
60176,2.537,0.0,41.958324,-87.869655,11454,4514.781237682302
60177,8.88,0.325,41.988481,-88.310167,24030,2706.081081081081
60178,67.171,0.58,42.008161,-88.660729,21709,323.19006714207023
60180,20.96,0.0,42.223377,-88.520207,2092,99.80916030534351
60181,6.508,0.059,41.876897,-87.976328,30247,4647.6644130301165
60184,8.421,0.292,41.951502,-88.25317,2280,270.7516921980763
60185,30.89,0.761,41.893111,-88.214998,33711,1091.3240530916155
60187,6.63,0.092,41.87272,-88.112442,28867,4353.996983408748
60188,10.051,0.288,41.915737,-88.129434,42087,4187.344542831559
60189,10.437,0.365,41.840645,-88.122055,30866,2957.363226980933
60190,4.876,0.085,41.873621,-88.156243,11931,2446.8826907301063
60191,5.212,0.124,41.964839,-87.981107,14381,2759.209516500384
60192,11.146,0.057,42.063272,-88.203662,16662,1494.8860577785752
60193,8.808,0.029,42.009371,-88.096725,39467,4480.812897366031
60194,3.689,0.07,42.033424,-88.113562,19932,5403.09026836541
60195,1.687,0.0,42.065367,-88.086587,4698,2784.8251333728513
60201,4.511,0.917,42.054745,-87.692382,43555,9655.287076036355
60202,3.055,0.549,42.02932,-87.68539,32818,10742.389525368248
60203,0.684,0.0,42.049035,-87.717455,4733,6919.590643274853
60301,0.195,0.0,41.888654,-87.796538,3508,17989.74358974359
60302,2.955,0.0,41.894772,-87.789825,32589,11028.426395939086
60304,1.55,0.0,41.872468,-87.789331,17218,11108.387096774193
60305,2.477,0.002,41.894875,-87.819064,11489,4638.272103350828
60401,56.671,0.008,41.347143,-87.61413,7581,133.7721233082176
60402,5.736,0.142,41.83288,-87.790063,63867,11134.414225941424
60403,4.89,0.039,41.568188,-88.118873,17226,3522.6993865030677
60404,15.734,0.181,41.513454,-88.224146,20052,1274.437523833736
60406,5.371,0.12,41.654945,-87.681952,24887,4633.587786259542
60407,13.512,0.187,41.234907,-88.261302,1723,127.51628182356424
60408,6.386,0.219,41.266034,-88.218537,5332,834.9514563106796
60409,7.747,0.124,41.613641,-87.552122,35253,4550.535691235317
60410,24.086,2.023,41.428379,-88.213202,14027,582.3715021174127
60411,30.69,0.176,41.507305,-87.589701,52395,1707.2336265884653
60415,2.266,0.0,41.703438,-87.779542,14147,6243.159752868491
60416,22.816,1.078,41.293908,-88.283101,9277,406.6006311360449
60417,37.091,0.038,41.427585,-87.586149,15408,415.4107465422879
60418,2.96,0.063,41.645598,-87.740078,10631,3591.554054054054
60419,4.246,0.05,41.627271,-87.59839,20979,4940.885539331135
60420,96.708,0.102,41.087649,-88.420894,4672,48.31037763163337
60421,59.786,0.237,41.414206,-88.083462,3786,63.325862241996454
60422,3.983,0.0,41.538608,-87.684404,9885,2481.797639969872
60423,37.878,0.004,41.474458,-87.841151,32813,866.2812186493479
60424,52.664,0.613,41.164148,-88.327716,2170,41.20461795533951
60425,5.628,0.0,41.543427,-87.610754,8730,1551.1727078891258
60426,7.736,0.0,41.610251,-87.653038,23066,2981.644260599793
60428,5.074,0.0,41.59981,-87.690617,10980,2163.9731966890026
60429,4.074,0.021,41.574029,-87.683706,14602,3584.192439862543
60430,6.882,0.047,41.558114,-87.662807,19993,2905.1147922115665
60431,12.842,0.065,41.509986,-88.190357,26789,2086.045787260551
60432,8.517,0.085,41.542253,-88.033846,20098,2359.751086063168
60433,13.561,0.032,41.496599,-88.042341,15293,1127.7191947496497
60435,10.83,0.062,41.548642,-88.128501,48521,4480.240073868883
